category,name,url,price,rating,reviews_count,image_url,description,brand,color,laptop_type,processor_brand,processor_model,ram_gb,ram_type,gpu_brand,gpu_model,has_dedicated_gpu,storage_gb,storage_type,screen_size,display_type,touchscreen,weight_kg,battery_whr,os,good_for_gaming,good_for_video_editing,good_for_programming,good_for_students,good_for_business
laptop,Lenovo IdeaPad Slim 5 Co-Pilot Next Gen AI PC Full Metal Snapdragon X Plus - (16 GB/1 TB SSD/Windows 1...,https://www.flipkart.com/lenovo-ideapad-slim-5-co-pilot-next-gen-ai-pc-full-metal-snapdragon-x-plus-16-gb-1-tb-ssd-windows-11-home-14q8x9-thin-light-laptop/p/itm8a59041fc8c0f?pid=COMH4N9CZ7JKPQQC&lid=LSTCOMH4N9CZ7JKPQQCOFLXDU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_108&otracker=browse&fm=organic&iid=en_yhAyDheIErjdwlWQVDUwVysA0tosXMEN4e9F9bw4xJ0nzDxAsvNDdMPMUxdg0sXamr8_Dvd2c2p1xsx-3Mn_CPUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,57990,4.1,68,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/6/l/r/-original-imahg5fxwyqndjhu.jpeg?q=70,"Lenovo IdeaPad Slim 5 Co-Pilot Next Gen AI PC Full Metal Snapdragon X Plus - (16 GB/1 TB SSD/Windows 1.... powered by Snapdragon X Plus. 16GB LPDDR5X RAM. 1024.0GB SSD. 14.0"" IPS display. weighs 1.48kg. running Windows 11 Home.",Lenovo,Cloud Grey,Thin and Light Laptop,Snapdragon,X Plus,16,LPDDR5X,Qualcomm,Adreno,FALSE,1024,SSD,14,IPS,FALSE,1.48,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 H...",https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-12th-gen-1215u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj341ws-thin-light-laptop/p/itmbe5bbf6a5168b?pid=COMH3BKW4YSBUZ5G&lid=LSTCOMH3BKW4YSBUZ5GZJQGLJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_109&otracker=browse&fm=organic&iid=b9a1c5ab-9d56-4082-9dbe-f71ab97ec750.COMH3BKW4YSBUZ5G.SEARCH&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,38990,4.3,509,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/c/n/z/-original-imahg5fuhzzht5ct.jpeg?q=70,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (16 GB/512 GB SSD/Windows 11 H.... powered by Intel Core i3. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.7kg. running Windows 11 Home.",ASUS,Quiet Blue,Thin and Light Laptop,Intel,Core i3,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,HD,FALSE,1.7,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G...,https://www.flipkart.com/acer-aspire-7-intel-core-i7-13th-gen-13620h-16-gb-512-gb-ssd-windows-11-home-6-graphics-nvidia-geforce-rtx-3050-144-hz-a715-79g-gaming-laptop/p/itm0f412dd7943ad?pid=COMHD5WWFAGFXGN2&lid=LSTCOMHD5WWFAGFXGN2GWZ7AB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_110&otracker=browse&fm=organic&iid=b9a1c5ab-9d56-4082-9dbe-f71ab97ec750.COMHD5WWFAGFXGN2.SEARCH&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,69990,4.3,26,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/i/m/-original-imahgfdfnayhh5h4.jpeg?q=70,"Acer Aspire 7 Intel Core i7 13th Gen 13620H - (16 GB/512 GB SSD/Windows 11 Home/6 GB Graphics/NVIDIA G.... powered by Intel Core i7. 16GB DDR4 RAM. 512.0GB SSD. NVIDIA RTX 3050 graphics. 15.6"" HD display. weighs 1.99kg. running Windows 11 Home.",Acer,Flame Black,Gaming Laptop,Intel,Core i7,16,DDR4,NVIDIA,RTX 3050,TRUE,512,SSD,15.6,HD,FALSE,1.99,,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,TRUE
laptop,ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | ...,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj130ws-e1504fa-bq2322ws-thin-light-laptop/p/itm9af4f3b5de2ff?pid=COMH94992SQ8HYGZ&lid=LSTCOMH94992SQ8HYGZMHVF97&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_111&otracker=browse&fm=organic&iid=en_yhAyDheIErjdwlWQVDUwVysA0tosXMEN4e9F9bw4xJ0CmnhCK7DfJHo04zhaotHU4s37nkXtPpbgFELKp_SOVvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,30990,4.3,94,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/m/y/o/-original-imahg5fxjta7gns7.jpeg?q=70,"ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ130WS | .... powered by AMD Ryzen 3. 8GB LPDDR5 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" Full HD display. weighs 1.63kg. running Windows 11 Home.",ASUS,Mixed Black,Thin and Light Laptop,AMD,Ryzen 3,8,LPDDR5,AMD,Radeon Amd,TRUE,512,SSD,15.6,Full HD,FALSE,1.63,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | ...,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj132ws-e1504fa-nj521ws-thin-light-laptop/p/itm657eb80ea799a?pid=COMH9499JNGDGTZ5&lid=LSTCOMH9499JNGDGTZ5WJGUDN&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_112&otracker=browse&fm=organic&iid=en_yhAyDheIErjdwlWQVDUwVysA0tosXMEN4e9F9bw4xJ1OngpK9j0g2eZ2IPnLBHISSUgykyDQJKYN_y9jM4Dl9_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,36990,4.2,49,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/b/i/-original-imahg53xeuxqm6bv.jpeg?q=70,"ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | .... powered by AMD Ryzen 5. 8GB LPDDR5 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" Full HD display. weighs 1.63kg. running Windows 11 Home.",ASUS,Cool Silver,Thin and Light Laptop,AMD,Ryzen 5,8,LPDDR5,AMD,Radeon Amd,TRUE,512,SSD,15.6,Full HD,FALSE,1.63,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,Acer Aspire Lite Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li...,https://www.flipkart.com/acer-aspire-lite-intel-core-i5-12th-gen-12450h-16-gb-1-tb-ssd-windows-11-home-al15-52h-thin-light-laptop/p/itmc262e2fa338ce?pid=COMH883AGRXJD8SB&lid=LSTCOMH883AGRXJD8SBRVBNQJ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_113&otracker=browse&fm=organic&iid=b9a1c5ab-9d56-4082-9dbe-f71ab97ec750.COMH883AGRXJD8SB.SEARCH&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,54440,4.1,184,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/a/o/-original-imah7tknwg7brmfv.jpeg?q=70,"Acer Aspire Lite Intel Core i5 12th Gen 12450H - (16 GB/1 TB SSD/Windows 11 Home) AL15-52H Thin and Li.... powered by Intel Core i5. 16GB LPDDR5 RAM. 1024.0GB SSD. 15.6"" LCD display. weighs 1.77kg. running Windows 11 Home.",Acer,Pure Silver,Thin and Light Laptop,Intel,Core i5,16,LPDDR5,Intel,Integrated Graphics,FALSE,1024,SSD,15.6,LCD,FALSE,1.77,54,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI...,https://www.flipkart.com/asus-tuf-gaming-a15-amd-ryzen-7-octa-core-7435hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-fa566nfr-hn259w-laptop/p/itm10514ecd2a794?pid=COMHFT2NEWGYDWAV&lid=LSTCOMHFT2NEWGYDWAVPS8GCS&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_114&otracker=browse&fm=organic&iid=b9a1c5ab-9d56-4082-9dbe-f71ab97ec750.COMHFT2NEWGYDWAV.SEARCH&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,55990,4.3,131,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/e/g/e/-original-imahg52mjevfjatr.jpeg?q=70,"ASUS TUF Gaming A15 AMD Ryzen 7 Octa Core 7435HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVI.... powered by AMD Ryzen 7. 16GB DDR5 RAM. 512.0GB SSD. NVIDIA RTX 2050 graphics. 15.6"" IPS display. weighs 2.3kg. running Windows 11 Home.",ASUS,Graphite Black,Gaming Laptop,AMD,Ryzen 7,16,DDR5,NVIDIA,RTX 2050,TRUE,512,SSD,15.6,IPS,FALSE,2.3,,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,FALSE
laptop,"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G...",https://www.flipkart.com/asus-vivobook-s16-oled-2025-backlit-keyboard-metal-body-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-s3607qa-sh078ws-thin-light-laptop/p/itm252509f1beb81?pid=COMHCQ5EYNZ2HRWW&lid=LSTCOMHCQ5EYNZ2HRWWUYQZ3F&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_115&otracker=browse&fm=organic&iid=en_yhAyDheIErjdwlWQVDUwVysA0tosXMEN4e9F9bw4xJ3eHVKO7fKtauHPEf5e0XDAG2amLjs3IPadBpBV9DWta6V8WX5krIChubBlraAu4CQ%3D&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,71990,4.4,51,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/g/4/k/-original-imahfn3geekjdudx.jpeg?q=70,"ASUS Vivobook S16 OLED (2025) with Backlit Keyboard, Metal Body*, Qualcomm Snapdragon X - (16 GB/512 G.... powered by Qualcomm Snapdragon X. 16GB LPDDR5X RAM. 512.0GB SSD. 16.0"" Full HD display. weighs 1.74kg. running Windows 11 Home.",ASUS,Pink,Thin and Light Laptop,Qualcomm,Snapdragon X,16,LPDDR5X,Qualcomm,Adreno,FALSE,512,SSD,16,Full HD,FALSE,1.74,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,MSI Modern 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-116IN T...,https://www.flipkart.com/msi-modern-14-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-c13m-116in-thin-light-laptop/p/itmc1e2cec962619?pid=COMHCRGWV8J2FZNH&lid=LSTCOMHCRGWV8J2FZNH9BYBFI&marketplace=FLIPKART&store=6bo%2Fb5g&spotlightTagId=default_TrendingId_6bo%2Fb5g&srno=b_5_116&otracker=browse&fm=organic&iid=b9a1c5ab-9d56-4082-9dbe-f71ab97ec750.COMHCRGWV8J2FZNH.SEARCH&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,38990,4.1,11,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/p/b/-original-imahdabdtszs74x3.jpeg?q=70,"MSI Modern 14 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Modern 14 C13M-116IN T.... powered by Intel Core i5. 16GB DDR4 RAM. 512.0GB SSD. 14.0"" IPS display. weighs 1.4kg. running Windows 11 Home.",MSI,Urban Silver,Thin and Light Laptop,Intel,Core i5,16,DDR4,Intel,Iris Xe,FALSE,512,SSD,14,IPS,FALSE,1.4,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen...",https://www.flipkart.com/asus-vivobook-s14-flip-2025-office-2024-m365-basic-backlit-keyboard-intel-core-i5-13th-gen-13420h-16-gb-512-gb-ssd-windows-11-home-tp3402vao-lz612ws-2-1-laptop/p/itme494b3629a714?pid=COMH9SJ9VAJ7ZD99&lid=LSTCOMH9SJ9VAJ7ZD99ZNVNMB&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_117&otracker=browse&fm=organic&iid=en_yhAyDheIErjdwlWQVDUwVysA0tosXMEN4e9F9bw4xJ3tEFE2J3OVS4tOiCZpqg2Y3JJreNqE10axEDA06lGYnA891ypMzu4_aryI8_sihJ8%3D&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,63990,4.4,51,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/s/e/-original-imahg4ut9hnhkwhg.jpeg?q=70,"ASUS Vivobook S14 Flip (2025) with Office 2024 + M365 Basic*, Backlit Keyboard, Intel Core i5 13th Gen.... powered by Intel Core i5. 16GB DDR4 RAM. 512.0GB SSD. 14.0"" IPS display. weighs 1.65kg. running Windows 11 Home.",ASUS,Transparent Silver,2 in 1 Laptop,Intel,Core i5,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,14,IPS,FALSE,1.65,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,HP 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin...,https://www.flipkart.com/hp-15-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-15-fd0576tu-15-fd0467tu-thin-light-laptop/p/itm3d552029526ba?pid=COMH8QXWHJRQKR6P&lid=LSTCOMH8QXWHJRQKR6PW3FWJH&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_118&otracker=browse&fm=organic&iid=en_yhAyDheIErjdwlWQVDUwVysA0tosXMEN4e9F9bw4xJ2xJju9XW879q7g9PvxcloYR57Z4l_HLHKKHpq25cShABhTy0lUJ14SzoMSv_CzLF0%3D&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,54990,4.2,45,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/t/v/8/-original-imahg5fxfpvjasap.jpeg?q=70,"HP 15 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) 15-fd0576TU / 15-fd0467TU Thin.... powered by Intel Core i5. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" Full HD display. weighs 1.59kg. running Windows 11 Home.",HP,Silver,Thin and Light Laptop,Intel,Core i5,16,DDR4,Intel,Iris Xe,FALSE,512,SSD,15.6,Full HD,FALSE,1.59,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Acer Professional AMD Ryzen 3 Quad Core 7th Gen 7330U With Turbo Boost - (16 GB/512 GB SSD/Windows 11 ...,https://www.flipkart.com/acer-professional-amd-ryzen-3-quad-core-7th-gen-7330u-turbo-boost-16-gb-512-gb-ssd-windows-11-pro-tl14-42m-notebook/p/itmd2091f361681f?pid=COMHBQW6J7VVKZCV&lid=LSTCOMHBQW6J7VVKZCVCNR0GP&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_119&otracker=browse&fm=organic&iid=b9a1c5ab-9d56-4082-9dbe-f71ab97ec750.COMHBQW6J7VVKZCV.SEARCH&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,31990,4,10,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/k/a/i/travel-lite-tl14-notebook-acer-original-imahbqw5gxdg6mwb.jpeg?q=70,"Acer Professional AMD Ryzen 3 Quad Core 7th Gen 7330U With Turbo Boost - (16 GB/512 GB SSD/Windows 11 .... powered by AMD Ryzen 3. 16GB DDR4 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 14.0"" IPS display. weighs 1.34kg. running Windows 11 Pro.",Acer,Silver,Notebook,AMD,Ryzen 3,16,DDR4,AMD,Radeon Amd,TRUE,512,SSD,14,IPS,FALSE,1.34,,Windows 11 Pro,TRUE,TRUE,TRUE,TRUE,TRUE
laptop,Acer Aspire 3 (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Aspire 3 A325-5...,https://www.flipkart.com/acer-aspire-3-2025-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-a325-53-thin-light-laptop/p/itm3bdf32931e850?pid=COMHF4P3RSGHA46N&lid=LSTCOMHF4P3RSGHA46N56XWJY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_5_120&otracker=browse&fm=organic&iid=b9a1c5ab-9d56-4082-9dbe-f71ab97ec750.COMHF4P3RSGHA46N.SEARCH&ppt=None&ppn=None&ssid=2faujh66a80000001764345655377,44990,4.2,7,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/o/p/f/a325-53-thin-and-light-laptop-acer-original-imahf4p3s4hsvhxz.jpeg?q=70,"Acer Aspire 3 (2025) Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) Aspire 3 A325-5.... powered by Intel Core i5. 16GB DDR4 RAM. 512.0GB SSD. 15.6"" IPS display. weighs 1.5kg. running Windows 11 Home.",Acer,Silver,Thin and Light Laptop,Intel,Core i5,16,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,IPS,TRUE,1.5,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB...,https://www.flipkart.com/samsung-galaxy-book4-edge-series-copilot-ai-pc-full-metal-chasis-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-np750xqb-ka1in-thin-light-laptop/p/itm1d61ec8d90cc7?pid=COMHE4ATFWNVHXHS&lid=LSTCOMHE4ATFWNVHXHSIHS0FO&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_121&otracker=browse&fm=organic&iid=en_o66gWPMAvznwvsoj2Xo9KsM1i5koQfKFUrxUjJvIV3v35Qmbawny6Kvdj-ZM759Ml3LVU23Rn5TEHCp33wMSfvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=silxxzc3f40000001764345663657,64990,4.4,128,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/a/g/p/-original-imahgwkqughzkwt3.jpeg?q=70,"Samsung Galaxy Book4 Edge Series Copilot AI-PC Full Metal Chasis Qualcomm Snapdragon X - (16 GB/512 GB.... powered by Qualcomm Snapdragon X. 16GB LPDDR5X RAM. 512.0GB SSD. 15.6"" HD display. weighs 1.55kg. running Windows 11 Home.",Samsung,Sapphire Blue,Thin and Light Laptop,Qualcomm,Snapdragon X,16,LPDDR5X,Qualcomm,Adreno,FALSE,512,SSD,15.6,HD,FALSE,1.55,,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS...",https://www.flipkart.com/asus-vivobook-15-2025-office-2024-m365-basic-intel-core-i3-13th-gen-1315u-8-gb-512-gb-ssd-windows-11-home-x1504va-nj3700ws-thin-light-laptop/p/itmf31c79724a398?pid=COMHCQ5ECZZV6THK&lid=LSTCOMHCQ5ECZZV6THKTW8YMF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_122&otracker=browse&fm=organic&iid=en_o66gWPMAvznwvsoj2Xo9KsM1i5koQfKFUrxUjJvIV3to53qtjH87xnVVpfzgEepHVLCGCpnr56tU-0Batk7usvUFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=silxxzc3f40000001764345663657,34990,4.3,163,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/b/l/v/-original-imahgfdffszmurd7.jpeg?q=70,"ASUS Vivobook 15 (2025) with Office 2024 + M365 Basic*, Intel Core i3 13th Gen 1315U - (8 GB/512 GB SS.... powered by Intel Core i3. 8GB DDR4 RAM. 512.0GB SSD. 15.6"" Full HD display. weighs 1.7kg. running Windows 11 Home.",ASUS,Terra Cotta,Thin and Light Laptop,Intel,Core i3,8,DDR4,Intel,Integrated Graphics,FALSE,512,SSD,15.6,Full HD,FALSE,1.7,,Windows 11 Home,FALSE,FALSE,FALSE,TRUE,TRUE
laptop,Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) V15 G4 Thin and Light Laptop,https://www.flipkart.com/lenovo-amd-ryzen-7-octa-core-7730u-16-gb-512-gb-ssd-windows-11-home-v15-g4-thin-light-laptop/p/itm0ed77e73122ed?pid=COMHFEJKB4ENJGYN&lid=LSTCOMHFEJKB4ENJGYNLDEFE0&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_123&otracker=browse&fm=organic&iid=1b4279f7-8d58-4003-9ac3-042f23de26d6.COMHFEJKB4ENJGYN.SEARCH&ppt=None&ppn=None&ssid=silxxzc3f40000001764345663657,42990,4.3,26,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/p/y/t/-original-imahg5fudf78rcbz.jpeg?q=70,"Lenovo AMD Ryzen 7 Octa Core 7730U - (16 GB/512 GB SSD/Windows 11 Home) V15 G4 Thin and Light Laptop. powered by AMD Ryzen 7. 16GB DDR4 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" HD display. weighs 1.65kg. running Windows 11 Home.",Lenovo,Iron Grey,Thin and Light Laptop,AMD,Ryzen 7,16,DDR4,AMD,Radeon Amd,TRUE,512,SSD,15.6,HD,FALSE,1.65,,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,TRUE
laptop,ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | ...,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj132ws-e1504fa-nj521ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUKRMMXNZQ&lid=LSTCOMGNRNUKRMMXNZQPQADWR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_124&otracker=browse&fm=organic&iid=1b4279f7-8d58-4003-9ac3-042f23de26d6.COMGNRNUKRMMXNZQ.SEARCH&ppt=None&ppn=None&ssid=silxxzc3f40000001764345663657,34890,4.2,164,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/j/n/w/-original-imahg5fur7csf5kn.jpeg?q=70,"ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ132WS | .... powered by AMD Ryzen 5. 8GB LPDDR5 RAM. 512.0GB SSD. AMD Radeon Amd graphics. 15.6"" Full HD display. weighs 1.63kg. running Windows 11 Home.",ASUS,Silver,Thin and Light Laptop,AMD,Ryzen 5,8,LPDDR5,AMD,Radeon Amd,TRUE,512,SSD,15.6,Full HD,FALSE,1.63,,Windows 11 Home,TRUE,FALSE,FALSE,TRUE,TRUE
laptop,Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/...,https://www.flipkart.com/lenovo-ideapad-slim-3-next-gen-ai-pc-wuxga-ips-copilot-qualcomm-snapdragon-x-16-gb-512-gb-ssd-windows-11-home-15q8x10-thin-light-laptop/p/itm097ac7e15511b?pid=COMHDMJYDGBTMJXG&lid=LSTCOMHDMJYDGBTMJXG112MJM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_125&otracker=browse&fm=organic&iid=en_o66gWPMAvznwvsoj2Xo9KsM1i5koQfKFUrxUjJvIV3tBDu1lqQnP5iXIDV5Rx_M2CyFnIq7oQjZv4QTW91eeV_UFjCTyOHoHZs-Z5_PS_w0%3D&ppt=None&ppn=None&ssid=silxxzc3f40000001764345663657,49990,4.3,27,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/d/z/z/-original-imahgfdfx3hhguyc.jpeg?q=70,"Lenovo IdeaPad Slim 3 Next Gen AI PC WUXGA IPS Copilot + PC Qualcomm Snapdragon X - (16 GB/512 GB SSD/.... powered by Qualcomm Snapdragon X. 16GB LPDDR5X RAM. 512.0GB SSD. 15.3"" IPS display. weighs 1.55kg. running Windows 11 Home.",Lenovo,Luna Grey,Thin and Light Laptop,Qualcomm,Snapdragon X,16,LPDDR5X,Qualcomm,Adreno,FALSE,512,SSD,15.3,IPS,FALSE,1.55,50,Windows 11 Home,FALSE,FALSE,TRUE,TRUE,TRUE
laptop,HP Victus AI 31 TOPS AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV...,https://www.flipkart.com/hp-victus-ai-31-tops-amd-ryzen-5-hexa-core-8645hs-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-15-fb3003ax-gaming-laptop/p/itm515d20da2ddd0?pid=COMH8XZFKQRGWMWT&lid=LSTCOMH8XZFKQRGWMWTPAZF4H&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_6_126&otracker=browse&fm=organic&iid=1b4279f7-8d58-4003-9ac3-042f23de26d6.COMH8XZFKQRGWMWT.SEARCH&ppt=None&ppn=None&ssid=silxxzc3f40000001764345663657,57990,4.3,33,https://rukminim2.flixcart.com/image/312/312/xif0q/computer/1/o/w/-original-imahg4vkxdhcgyyu.jpeg?q=70,"HP Victus AI 31 TOPS AMD Ryzen 5 Hexa Core 8645HS - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NV.... powered by AMD Ryzen 5. 16GB DDR5 RAM. 512.0GB SSD. NVIDIA RTX 2050 graphics. 15.6"" IPS display. weighs 2.29kg. running Windows 11 Home.",HP,Blue,Gaming Laptop,AMD,Ryzen 5,16,DDR5,NVIDIA,RTX 2050,TRUE,512,SSD,15.6,IPS,FALSE,2.29,3,Windows 11 Home,TRUE,TRUE,TRUE,TRUE,FALSE
